Resume_ID,Branch,Specialization,CGPA,Extracted_Keywords,Job_Role,Match_Percentage
R00261,Computer Science,Artificial Intelligence,9.03,"React, HTML, CSS, Redux",Frontend Developer,99
R00262,Artificial Intelligence,Computer Vision,7.62,"Docker, Express.js, MongoDB",Full Stack Developer,98
R00263,Data Science,Data Engineering,7.48,"GCP, Cloud Security, Kubernetes",Cloud Engineer,96
R00264,Civil,Structural Engineering,8.83,"Redux, CSS, HTML, React",Frontend Developer,84
R00265,MBA (Tech Mgmt),Digital Business,8.95,"Manual Testing, Automation Testing, JUnit, Selenium",QA Engineer,92
R00266,Electronics,VLSI Design,8.9,"SQL, Data Visualization, Excel, Power BI",Data Analyst,65
R00267,MBA (Tech Mgmt),Digital Business,9.0,"HTML, CSS, Redux, React, JavaScript",Frontend Developer,71
R00268,Civil,Structural Engineering,8.36,"Docker, Terraform, CI/CD, AWS",DevOps Engineer,73
R00269,Artificial Intelligence,Natural Language Processing,7.47,"Selenium, Manual Testing, JUnit, Automation Testing",QA Engineer,95
R00270,Mechanical,Product Design,9.49,"Roadmap Planning, Stakeholder Management, Scrum, Agile",Product Manager,92
R00271,Computer Science,Cloud Computing,8.03,"Text Mining, Hugging Face, NLP",NLP Engineer,74
R00272,Information Technology,Human-Computer Interaction,7.05,"ARM, IoT, C++",Embedded Engineer,70
R00273,Electronics,VLSI Design,7.75,"SQL, Python, Statistics, TensorFlow",Data Scientist,74
R00274,Civil,Structural Engineering,9.45,"Power BI, Tableau, Excel, SQL, Data Visualization",Data Analyst,74
R00275,Artificial Intelligence,Natural Language Processing,9.17,"Scrum, Agile, Roadmap Planning",Product Manager,69
R00276,Data Science,Data Engineering,8.05,"IoT, Embedded Systems, C++, ARM",Embedded Engineer,77
R00277,Artificial Intelligence,Computer Vision,8.37,"AdWords, Content Marketing, SEO, Google Analytics",Digital Marketing Exec,70
R00278,Electrical,Control Systems,8.11,"Figma, User Research, Wireframing, Prototyping",UI/UX Designer,80
R00279,MBA (Tech Mgmt),Product Management,7.89,"AWS, GCP, Kubernetes, Azure, Cloud Security",Cloud Engineer,87
R00280,Information Technology,Human-Computer Interaction,9.33,"Node.js, Docker, Express.js, React, MongoDB",Full Stack Developer,65
R00281,Computer Science,Software Engineering,8.98,"SQL, Excel, Data Visualization",Data Analyst,97
R00282,Electrical,Control Systems,7.86,"UI/UX Design, Figma, Wireframing, Prototyping, User Research",UI/UX Designer,77
R00283,Computer Science,Cloud Computing,8.62,"REST APIs, Java, Spring Boot, SQL",Backend Developer,80
R00284,Electrical,Control Systems,8.42,"NLP, Python, Hugging Face",NLP Engineer,88
R00285,Civil,Structural Engineering,7.0,"Azure, Cloud Security, GCP",Cloud Engineer,86
R00286,Electrical,Control Systems,8.09,"AWS, Terraform, Kubernetes, Docker, CI/CD",DevOps Engineer,90
R00287,Artificial Intelligence,Deep Learning,9.38,"Python, Statistics, Machine Learning, TensorFlow",Data Scientist,100
R00288,Civil,Construction Management,8.03,"Redux, JavaScript, CSS, HTML",Frontend Developer,83
R00289,Electronics,IoT & Cloud Systems,8.79,"Redux, CSS, React",Frontend Developer,81
R00290,Computer Science,Cloud Computing,9.48,"Transformers, NLP, Python, Hugging Face",NLP Engineer,70
R00291,Information Technology,Data Analytics,8.77,"Transformers, Text Mining, Python, Hugging Face",NLP Engineer,97
R00292,Mechanical,Product Design,7.38,"Spring Boot, Microservices, REST APIs, SQL",Backend Developer,94
R00293,MBA (Tech Mgmt),Product Management,9.2,"Text Mining, NLP, Python",NLP Engineer,65
R00294,Electronics,VLSI Design,8.71,"Cloud Security, Azure, Kubernetes",Cloud Engineer,94
R00295,Data Science,Big Data,8.76,"Hugging Face, Python, Transformers",NLP Engineer,70
R00296,Civil,Structural Engineering,9.43,"Redux, HTML, CSS, React",Frontend Developer,81
R00297,Electronics,VLSI Design,7.68,"SQL, Power BI, Excel",Data Analyst,68
R00298,Mechanical,Automation,9.52,"Redux, JavaScript, CSS",Frontend Developer,76
R00299,Electrical,Embedded Systems,7.16,"Manual Testing, Selenium, Automation Testing, JUnit",QA Engineer,65
R00300,Artificial Intelligence,Computer Vision,7.84,"ARM, RTOS, Embedded Systems",Embedded Engineer,92
R00301,Electronics,VLSI Design,7.5,"Microservices, SQL, Spring Boot, Java, REST APIs",Backend Developer,88
R00302,Information Technology,Software Engineering,7.82,"Azure, Kubernetes, GCP",Cloud Engineer,81
R00303,Computer Science,Cybersecurity,7.7,"Wireframing, Figma, UI/UX Design",UI/UX Designer,81
R00304,Data Science,Data Engineering,9.38,"Stakeholder Management, Agile, Roadmap Planning, Scrum",Product Manager,72
R00305,Mechanical,Robotics,7.45,"Wireframing, UI/UX Design, Figma",UI/UX Designer,97
R00306,Mechanical,Product Design,8.97,"Redux, JavaScript, React, HTML",Frontend Developer,67
R00307,Mechanical,Automation,8.68,"AdWords, Google Analytics, SEO",Digital Marketing Exec,70
R00308,Computer Science,Cybersecurity,9.61,"Manual Testing, Automation Testing, Selenium",QA Engineer,97
R00309,Mechanical,Robotics,9.43,"RTOS, C++, IoT, Embedded Systems, ARM",Embedded Engineer,81
R00310,Electronics,IoT & Cloud Systems,8.18,"Data Visualization, Power BI, Excel, SQL",Data Analyst,72
R00311,Mechanical,Automation,7.15,"Stakeholder Management, Scrum, Roadmap Planning, Agile",Product Manager,88
R00312,MBA (Tech Mgmt),Product Management,8.28,"RTOS, Embedded Systems, ARM, C++, IoT",Embedded Engineer,92
R00313,Electrical,Power Systems,8.07,"IoT, C++, Embedded Systems",Embedded Engineer,89
R00314,Electronics,Embedded Systems,7.07,"Statistics, Machine Learning, SQL",Data Scientist,72
R00315,Data Science,Big Data,8.11,"Penetration Testing, Firewalls, Network Security, SIEM, Ethical Hacking",Cybersecurity Analyst,99
R00316,MBA (Tech Mgmt),Operations Management,8.75,"Spring Boot, Microservices, Java, REST APIs, SQL",Backend Developer,68
R00317,Information Technology,Software Engineering,8.01,"Google Analytics, Content Marketing, AdWords, SEO",Digital Marketing Exec,78
R00318,Information Technology,Software Engineering,9.48,"AWS, Cloud Security, Azure, Kubernetes, GCP",Cloud Engineer,79
R00319,Electrical,Power Systems,8.57,"Embedded Systems, IoT, RTOS, ARM",Embedded Engineer,75
R00320,Information Technology,Software Engineering,7.36,"AWS, Kubernetes, Docker",DevOps Engineer,91
R00321,Information Technology,Web Development,8.65,"AWS, Docker, Kubernetes",DevOps Engineer,78
R00322,MBA (Tech Mgmt),Product Management,9.34,"Selenium, JUnit, Automation Testing",QA Engineer,71
R00323,Artificial Intelligence,Computer Vision,9.47,"Docker, MongoDB, Node.js",Full Stack Developer,90
R00324,Data Science,Business Analytics,7.22,"SEO, Content Marketing, Google Analytics, AdWords",Digital Marketing Exec,78
R00325,Electronics,VLSI Design,9.51,"Manual Testing, JUnit, Automation Testing, Selenium",QA Engineer,80
R00326,Data Science,Big Data,9.09,"JUnit, Selenium, Automation Testing",QA Engineer,89
R00327,Artificial Intelligence,Deep Learning,9.13,"Selenium, Automation Testing, Manual Testing",QA Engineer,78
R00328,Civil,Structural Engineering,8.75,"Python, Hugging Face, Transformers, Text Mining",NLP Engineer,92
R00329,MBA (Tech Mgmt),Product Management,8.4,"Node.js, React, Express.js, MongoDB",Full Stack Developer,88
R00330,MBA (Tech Mgmt),Digital Business,8.11,"Node.js, Docker, MongoDB, Express.js, React",Full Stack Developer,94
R00331,Artificial Intelligence,Natural Language Processing,9.76,"SQL, Statistics, Python",Data Scientist,88
R00332,Mechanical,Product Design,8.7,"CSS, Redux, JavaScript, HTML",Frontend Developer,96
R00333,Mechanical,Product Design,9.61,"Text Mining, NLP, Hugging Face",NLP Engineer,83
R00334,Data Science,Data Engineering,7.29,"RTOS, C++, ARM",Embedded Engineer,69
R00335,Electronics,IoT & Cloud Systems,8.2,"Embedded Systems, RTOS, C++, ARM, IoT",Embedded Engineer,85
R00336,Data Science,Big Data,9.48,"Network Security, SIEM, Penetration Testing, Firewalls, Ethical Hacking",Cybersecurity Analyst,75
R00337,Data Science,Big Data,8.22,"Scrum, Agile, Roadmap Planning",Product Manager,98
R00338,Electrical,Control Systems,7.24,"Data Visualization, Power BI, SQL, Tableau",Data Analyst,78
R00339,Electrical,Power Systems,9.46,"Docker, Terraform, AWS",DevOps Engineer,96
R00340,Electrical,Control Systems,7.22,"RTOS, IoT, C++",Embedded Engineer,87
R00341,Information Technology,Software Engineering,8.11,"User Research, UI/UX Design, Wireframing",UI/UX Designer,91
R00342,Data Science,Data Engineering,9.55,"Kubernetes, AWS, Azure, Cloud Security",Cloud Engineer,95
R00343,Information Technology,Human-Computer Interaction,9.3,"SQL, Statistics, TensorFlow",Data Scientist,98
R00344,Computer Science,Software Engineering,8.89,"HTML, React, JavaScript, CSS",Frontend Developer,74
R00345,Mechanical,Automation,8.39,"Roadmap Planning, Agile, Scrum, Stakeholder Management",Product Manager,91
R00346,MBA (Tech Mgmt),Digital Business,7.55,"Penetration Testing, Network Security, Firewalls, Ethical Hacking, SIEM",Cybersecurity Analyst,77
R00347,Electrical,Embedded Systems,8.26,"HTML, CSS, JavaScript, Redux",Frontend Developer,75
R00348,Computer Science,Artificial Intelligence,9.75,"Embedded Systems, C++, IoT",Embedded Engineer,88
R00349,Electronics,IoT & Cloud Systems,9.76,"Azure, Cloud Security, AWS, Kubernetes, GCP",Cloud Engineer,96
R00350,Electronics,IoT & Cloud Systems,7.38,"Azure, GCP, Kubernetes, Cloud Security",Cloud Engineer,68
R00351,Computer Science,Machine Learning,8.88,"Tableau, Power BI, Excel, SQL",Data Analyst,81
R00352,Electrical,Control Systems,9.58,"Terraform, Kubernetes, CI/CD",DevOps Engineer,82
R00353,Electrical,Embedded Systems,7.87,"React, Express.js, MongoDB, Docker, Node.js",Full Stack Developer,82
R00354,MBA (Tech Mgmt),Operations Management,7.55,"Network Security, Penetration Testing, Ethical Hacking",Cybersecurity Analyst,100
R00355,Mechanical,Automation,9.39,"JUnit, Selenium, Manual Testing",QA Engineer,92
R00356,Computer Science,Web Development,7.51,"REST APIs, Microservices, Spring Boot, Java, SQL",Backend Developer,95
R00357,Electronics,Embedded Systems,7.94,"Express.js, Docker, React, MongoDB",Full Stack Developer,69
R00358,Electronics,Embedded Systems,7.19,"Transformers, Text Mining, Hugging Face, Python",NLP Engineer,71
R00359,Electrical,Embedded Systems,8.42,"Google Analytics, SEO, AdWords",Digital Marketing Exec,65
R00360,Information Technology,Human-Computer Interaction,9.17,"Excel, SQL, Tableau",Data Analyst,85
R00361,Mechanical,Robotics,9.56,"GCP, AWS, Kubernetes",Cloud Engineer,77
R00362,Electronics,Embedded Systems,9.74,"AWS, Docker, Kubernetes",DevOps Engineer,94
R00363,Electronics,VLSI Design,9.71,"JUnit, Automation Testing, Manual Testing, Selenium",QA Engineer,68
R00364,Information Technology,Web Development,9.65,"SQL, Microservices, Java, REST APIs",Backend Developer,74
R00365,Data Science,Big Data,8.75,"Microservices, REST APIs, Java",Backend Developer,95
R00366,Mechanical,Product Design,7.8,"Docker, AWS, CI/CD",DevOps Engineer,88
R00367,Mechanical,Product Design,7.83,"GCP, Kubernetes, Cloud Security, Azure",Cloud Engineer,83
R00368,MBA (Tech Mgmt),Digital Business,9.3,"React, Redux, HTML",Frontend Developer,92
R00369,Artificial Intelligence,Natural Language Processing,9.4,"Python, Machine Learning, SQL, Statistics, TensorFlow",Data Scientist,76
R00370,MBA (Tech Mgmt),Digital Business,8.7,"Prototyping, Wireframing, Figma",UI/UX Designer,98
R00371,Mechanical,Robotics,7.36,"Prototyping, User Research, Wireframing, UI/UX Design, Figma",UI/UX Designer,69
R00372,Civil,Construction Management,7.04,"MongoDB, Docker, Express.js, Node.js, React",Full Stack Developer,92
R00373,Electrical,Control Systems,8.47,"Content Marketing, AdWords, SEO",Digital Marketing Exec,84
R00374,Artificial Intelligence,Deep Learning,7.52,"Prototyping, Figma, Wireframing, User Research, UI/UX Design",UI/UX Designer,97
R00375,MBA (Tech Mgmt),Operations Management,8.48,"Scrum, Stakeholder Management, Agile",Product Manager,93
R00376,Civil,Structural Engineering,7.77,"REST APIs, Java, Microservices, Spring Boot, SQL",Backend Developer,90
R00377,Information Technology,Data Analytics,7.16,"NLP, Transformers, Text Mining, Python",NLP Engineer,77
R00378,Computer Science,Cybersecurity,8.79,"Microservices, SQL, Java, Spring Boot, REST APIs",Backend Developer,94
R00379,Data Science,Data Engineering,9.58,"Figma, UI/UX Design, Prototyping, Wireframing, User Research",UI/UX Designer,92
R00380,Artificial Intelligence,Natural Language Processing,7.61,"Scrum, Stakeholder Management, Agile",Product Manager,90
R00381,Data Science,Business Analytics,7.99,"Scrum, Roadmap Planning, Agile, Stakeholder Management",Product Manager,94
R00382,Data Science,Business Analytics,8.09,"AdWords, SEO, Google Analytics, Content Marketing",Digital Marketing Exec,71
R00383,Civil,Construction Management,7.67,"JavaScript, HTML, React, Redux, CSS",Frontend Developer,68
R00384,MBA (Tech Mgmt),Operations Management,9.19,"Prototyping, Figma, UI/UX Design",UI/UX Designer,76
R00385,Data Science,Data Engineering,9.05,"Spring Boot, Java, Microservices, SQL, REST APIs",Backend Developer,95
R00386,Electronics,VLSI Design,9.61,"Google Analytics, AdWords, Content Marketing, SEO",Digital Marketing Exec,66
R00387,Electrical,Control Systems,8.13,"Python, SQL, Machine Learning",Data Scientist,96
R00388,Electronics,Embedded Systems,9.75,"Wireframing, User Research, Figma, UI/UX Design, Prototyping",UI/UX Designer,98
R00389,Data Science,Business Analytics,8.04,"Figma, UI/UX Design, Wireframing",UI/UX Designer,93
R00390,Electrical,Power Systems,9.17,"SEO, AdWords, Google Analytics, Content Marketing",Digital Marketing Exec,67
R00391,Artificial Intelligence,Deep Learning,7.38,"JavaScript, HTML, Redux",Frontend Developer,98
R00392,Artificial Intelligence,Deep Learning,8.9,"SEO, Google Analytics, AdWords",Digital Marketing Exec,89
R00393,MBA (Tech Mgmt),Digital Business,7.85,"Roadmap Planning, Stakeholder Management, Scrum, Agile",Product Manager,87
R00394,Artificial Intelligence,Deep Learning,7.78,"AWS, Cloud Security, GCP, Azure",Cloud Engineer,97
R00395,Civil,Structural Engineering,8.12,"Automation Testing, Selenium, Manual Testing, JUnit",QA Engineer,78
R00396,Civil,Construction Management,9.8,"GCP, Azure, Cloud Security, AWS, Kubernetes",Cloud Engineer,80
R00397,Civil,Structural Engineering,8.76,"Network Security, Firewalls, SIEM, Ethical Hacking",Cybersecurity Analyst,77
R00398,Civil,Construction Management,8.97,"Ethical Hacking, Network Security, SIEM",Cybersecurity Analyst,90
R00399,Electrical,Power Systems,8.45,"Express.js, MongoDB, Node.js, React",Full Stack Developer,95
R00400,Artificial Intelligence,Deep Learning,9.01,"ARM, RTOS, IoT",Embedded Engineer,82
R00401,Computer Science,Web Development,9.61,"Data Visualization, Power BI, SQL",Data Analyst,94
R00402,Computer Science,Software Engineering,8.77,"REST APIs, Spring Boot, Microservices, SQL, Java",Backend Developer,71
R00403,MBA (Tech Mgmt),Digital Business,7.44,"JUnit, Automation Testing, Manual Testing",QA Engineer,83
R00404,Information Technology,Data Analytics,7.81,"Ethical Hacking, Network Security, Penetration Testing",Cybersecurity Analyst,70
R00405,Electronics,IoT & Cloud Systems,8.02,"CI/CD, AWS, Docker",DevOps Engineer,87
R00406,Civil,Construction Management,7.32,"Python, Hugging Face, Text Mining",NLP Engineer,79
R00407,Data Science,Data Engineering,9.6,"Network Security, Firewalls, SIEM",Cybersecurity Analyst,69
R00408,Computer Science,Software Engineering,9.13,"CI/CD, Terraform, Kubernetes",DevOps Engineer,76
R00409,Electronics,VLSI Design,7.62,"Java, SQL, Spring Boot, Microservices, REST APIs",Backend Developer,67
R00410,Mechanical,Robotics,7.84,"Prototyping, Figma, UI/UX Design, User Research, Wireframing",UI/UX Designer,69
R00411,Information Technology,Human-Computer Interaction,7.91,"Content Marketing, AdWords, SEO, Google Analytics",Digital Marketing Exec,97
R00412,Mechanical,Automation,8.89,"Prototyping, UI/UX Design, Figma",UI/UX Designer,100
R00413,Data Science,Big Data,7.18,"TensorFlow, Statistics, Machine Learning",Data Scientist,82
R00414,Electrical,Power Systems,9.13,"Python, Statistics, TensorFlow",Data Scientist,93
R00415,Mechanical,Product Design,8.01,"Python, SQL, Statistics, Machine Learning",Data Scientist,87
R00416,Data Science,Data Engineering,9.26,"Data Visualization, Excel, SQL",Data Analyst,99
R00417,Data Science,Big Data,9.33,"Figma, Prototyping, Wireframing, User Research, UI/UX Design",UI/UX Designer,76
R00418,Computer Science,Cloud Computing,7.71,"Scrum, Stakeholder Management, Roadmap Planning",Product Manager,69
R00419,Mechanical,Robotics,9.75,"Roadmap Planning, Agile, Scrum",Product Manager,69
R00420,Mechanical,Product Design,9.62,"CSS, JavaScript, Redux, React, HTML",Frontend Developer,85
R00421,Information Technology,Data Analytics,9.15,"Node.js, React, Docker, Express.js, MongoDB",Full Stack Developer,69
R00422,Data Science,Data Engineering,7.57,"Network Security, Firewalls, Ethical Hacking, Penetration Testing",Cybersecurity Analyst,78
R00423,MBA (Tech Mgmt),Operations Management,7.43,"React, Express.js, Node.js, Docker, MongoDB",Full Stack Developer,80
R00424,Data Science,Data Engineering,7.36,"Selenium, JUnit, Manual Testing",QA Engineer,94
R00425,Data Science,Business Analytics,7.07,"React, HTML, JavaScript",Frontend Developer,81
R00426,Electronics,Embedded Systems,8.09,"NLP, Text Mining, Transformers, Hugging Face, Python",NLP Engineer,98
R00427,Mechanical,Product Design,7.07,"NLP, Hugging Face, Transformers, Python",NLP Engineer,83
R00428,Electrical,Embedded Systems,8.5,"Firewalls, Penetration Testing, SIEM, Network Security, Ethical Hacking",Cybersecurity Analyst,78
R00429,Computer Science,Machine Learning,8.46,"Redux, JavaScript, CSS, HTML, React",Frontend Developer,91
